tweet_id,favorites,retweets
716447146686459905,14160,6530
716730379797970944,1324,470
716791146589110272,5160,1464
716802964044845056,4587,1300
717009362452090881,3531,1088
717047459982213120,6758,2115
717421804990701568,3407,934
717428917016076293,1723,505
717537687239008257,6215,2043
717790033953034240,3127,1256
717841801130979328,2635,659
718234618122661888,4170,1112
718246886998687744,2081,560
718454725339934721,5251,1669
718460005985447936,2905,597
718540630683709445,2691,1122
718613305783398402,2636,533
718631497683582976,20472,8970
718939241951195136,5650,1946
718971898235854848,3765,1216
719332531645071360,3673,1060
719339463458033665,4754,1378
719367763014393856,2991,817
719551379208073216,5449,2153
719704490224398336,4913,1615
719991154352222208,5215,1944
720043174954147842,5276,2220
720059472081784833,4187,1255
720340705894408192,3089,1082
720389942216527872,6904,2796
720415127506415616,4451,1652
720775346191278080,2674,749
720785406564900865,3359,853
721001180231503872,2719,682
721503162398597120,5035,2095
722613351520608256,5341,1811
722974582966214656,4437,1736
723179728551723008,5703,2077
723673163800948736,3255,993
723688335806480385,8346,3297
723912936180330496,4196,1357
724004602748780546,4510,1759
724046343203856385,2868,612
724049859469295616,4673,1962
724405726123311104,5727,1821
724771698126512129,2559,712
724983749226668032,3989,1440
725458796924002305,1521,694
725729321944506368,5589,1977
725786712245440512,4478,1506
725842289046749185,7608,2936
726224900189511680,4756,1285
726828223124897792,3830,1115
726887082820554753,4144,1664
726935089318363137,7432,2710
727155742655025152,3936,1478
727175381690781696,4168,1521
727286334147182592,3281,912
727314416056803329,3584,826
727524757080539137,4829,1362
727644517743104000,6364,1932
727685679342333952,3165,706
728015554473250816,4426,1209
728035342121635841,4905,1850
728046963732717569,4658,1304
728387165835677696,3951,1063
728409960103686147,5311,2238
728653952833728512,3578,1160
728751179681943552,3008,751
728760639972315136,5036,1886
728986383096946689,3417,901
729113531270991872,2033,365
729463711119904772,6267,2557
729823566028484608,4312,1376
729838605770891264,1838,425
729854734790754305,4346,1243
730196704625098752,5282,2144
730211855403241472,4124,1166
730427201120833536,3760,1161
730573383004487680,5336,2405
730924654643314689,6612,2206
731156023742988288,4142,1415
731285275100512256,3762,1083
732005617171337216,16144,6064
732375214819057664,8740,2796
732585889486888962,3974,855
732726085725589504,3813,989
732732193018155009,2644,595
733109485275860992,44127,17366
733460102733135873,4551,1430
733482008106668032,3398,1055
733822306246479872,3975,1131
733828123016450049,3880,866
734559631394082816,1625,444
734776360183431168,2707,606
734787690684657664,13585,7017
734912297295085568,2953,571
735137028879360001,3384,1081
735256018284875776,3635,978
735274964362878976,9492,4649
735635087207878657,6697,2627
735648611367784448,4344,1224
735991953473572864,3891,1274
736010884653420544,8562,3308
736225175608430592,8787,3077
736365877722001409,4329,1393
736392552031657984,19244,8278
736736130620620800,4678,1948
737310737551491075,15874,8253
737322739594330112,3908,894
737445876994609152,11176,4984
737678689543020544,5464,1497
737800304142471168,10828,3857
737826014890496000,5692,1980
738156290900254721,2742,740
738166403467907072,9524,3797
738184450748633089,4673,1344
738402415918125056,3549,944
738537504001953792,5509,1741
738883359779196928,3627,905
738885046782832640,4081,1267
738891149612572673,115,6
739238157791694849,74284,51692
739485634323156992,7795,3271
739544079319588864,43194,23987
739606147276148736,5850,1851
739623569819336705,4136,1527
739844404073074688,4097,947
739932936087216128,4397,1201
739979191639244800,21644,6614
740214038584557568,7244,2189
740359016048689152,3579,952
740365076218183684,2687,485
740373189193256964,37587,14868
740676976021798912,19666,7599
740699697422163968,3065,875
740711788199743490,3696,1047
740995100998766593,6938,3108
741067306818797568,10226,3461
741099773336379392,10876,6174
741303864243200000,9527,3604
741438259667034112,3981,930
741743634094141440,8859,3101
741793263812808706,4926,1681
742150209887731712,5587,1749
742161199639494656,4702,1529
742385895052087300,7374,2231
742423170473463808,10688,4266
742465774154047488,7854,4328
742528092657332225,4828,2218
742534281772302336,7644,3966
743210557239623680,4162,1531
743222593470234624,6716,2135
743253157753532416,4566,1347
743510151680958465,8568,4129
743545585370791937,3824,1052
743595368194129920,20052,7333
743609206067040256,4861,1535
743835915802583040,0,2349
743895849529389061,3952,1071
743980027717509120,4506,1220
744223424764059648,1843,420
744234799360020481,129772,78550
744334592493166593,7348,2388
744709971296780288,6076,1742
744971049620602880,8552,3003
744995568523612160,3242,705
745057283344719872,7852,2555
745074613265149952,8505,3936
745314880350101504,7765,3090
745422732645535745,9308,2739
745433870967832576,7726,2848
745712589599014916,7572,2607
745789745784041472,4382,1198
746056683365994496,3856,921
746131877086527488,7486,2467
746369468511756288,6566,1836
746507379341139972,5034,1213
746521445350707200,0,1095
746542875601690625,5471,2078
746726898085036033,6573,2016
746757706116112384,10383,4373
746790600704425984,5293,1790
746818907684614144,5751,1924
746872823977771008,6511,2403
746906459439529985,3134,332
747103485104099331,10435,4496
747204161125646336,3680,1027
747219827526344708,5725,1768
747242308580548608,0,3224
747439450712596480,5912,2162
747461612269887489,4211,1164
747512671126323200,6047,1778
747594051852075008,4016,1190
747600769478692864,2524,611
747648653817413632,14030,6530
747651430853525504,1502,177
747816857231626240,5286,1302
747844099428986880,3053,836
747885874273214464,3209,1106
747933425676525569,7224,2859
747963614829678593,6314,2418
748220828303695873,15373,8726
748307329658011649,3992,801
748324050481647620,4034,861
748337862848962560,8368,4634
748346686624440324,5675,1391
748568946752774144,2383,762
748575535303884801,6621,2237
748692773788876800,4607,1489
748699167502000129,5168,1797
748705597323898880,3012,1056
748932637671223296,6383,2529
748977405889503236,11131,3720
749036806121881602,3386,886
749064354620928000,5228,1697
749075273010798592,6286,2324
749317047558017024,5995,2478
749395845976588288,9384,3902
749403093750648834,2863,612
749417653287129088,6648,1879
749774190421639168,5067,1482
749981277374128128,5569,2752
749996283729883136,3305,905
750011400160841729,3537,1020
750026558547456000,2956,881
750041628174217216,3461,695
750056684286914561,3406,998
750071704093859840,8572,3741
750086836815486976,2360,610
750101899009982464,3318,945
750117059602808832,4701,1448
750132105863102464,3952,1419
750147208377409536,3376,1084
750381685133418496,750,36
750383411068534784,4953,1286
750429297815552001,14401,4871
750506206503038976,4868,1294
750719632563142656,14465,5662
750868782890057730,5248,1571
751132876104687617,5568,1463
751205363882532864,6881,2055
751251247299190784,13634,6590
751456908746354688,3484,1116
751538714308972544,5490,1428
751583847268179968,4808,1250
751598357617971201,8601,3399
751793661361422336,6403,3277
751830394383790080,6344,2194
751937170840121344,5708,1506
751950017322246144,3373,1045
752173152931807232,6504,2085
752309394570878976,0,18761
752334515931054080,4187,1248
752519690950500352,8066,3869
752568224206688256,6072,2566
752660715232722944,4819,1772
752682090207055872,6569,1814
752701944171524096,0,3247
752917284578922496,7495,1765
752932432744185856,13807,7667
753026973505581056,4238,1099
753039830821511168,40616,23631
753294487569522689,3723,1171
753298634498793472,0,6523
753375668877008896,8312,2621
753398408988139520,6324,2159
753420520834629632,8640,4017
753655901052166144,6393,2458
754011816964026368,9613,4048
754120377874386944,8580,2639
754449512966619136,4106,830
754482103782404096,5800,2193
754747087846248448,2816,587
754856583969079297,7521,2845
754874841593970688,0,9059
755110668769038337,23210,12460
755206590534418437,18007,6062
755955933503782912,8008,3247
756275833623502848,7045,1723
756288534030475264,28188,14832
756303284449767430,4321,1217
756526248105566208,11374,4107
756651752796094464,5552,1492
756939218950160384,7263,2267
756998049151549440,6852,2240
757354760399941633,4943,1606
757393109802180609,6387,1976
757400162377592832,16585,7659
757596066325864448,4757,1196
757597904299253760,0,329
757611664640446465,4984,1257
757725642876129280,4970,1371
757729163776290825,0,9178
757741869644341248,7533,3658
758041019896193024,2970,429
758099635764359168,21073,11376
758355060040593408,3755,1226
758405701903519748,5698,2176
758467244762497024,5261,2500
758474966123810816,4178,1117
758740312047005698,6273,1806
758828659922702336,12253,4326
758854675097526272,3874,1011
759047813560868866,7147,2268
759099523532779520,15910,4742
759159934323924993,0,1335
759197388317847553,6648,2196
759446261539934208,1835,555
759447681597108224,9323,2775
759557299618865152,5147,1325
759566828574212096,0,23987
759793422261743616,6542,2149
759846353224826880,7350,2241
759923798737051648,16106,6420
759943073749200896,6513,2352
760153949710192640,0,38
760190180481531904,6254,2047
760252756032651264,4304,983
760290219849637889,29330,12956
760521673607086080,4642,1586
760539183865880579,8303,4100
760641137271070720,5417,1457
760656994973933572,7258,2176
760893934457552897,4192,1093
761004547850530816,12356,3902
761227390836215808,5847,1754
761292947749015552,4910,1246
761334018830917632,5717,1643
761371037149827077,0,20249
761599872357261312,4525,1321
761672994376806400,54349,32917
761745352076779520,4658,969
761750502866649088,0,4473
761976711479193600,5927,2285
762035686371364864,35045,17683
762316489655476224,5301,1277
762464539388485633,11373,4779
762471784394268675,12434,7454
762699858130116608,13385,4131
763103485927849985,8060,2565
763167063695355904,0,3433
763183847194451968,5944,1676
763837565564780549,13877,4764
763956972077010945,803,61
764259802650378240,6649,1720
764857477905154048,7027,1997
765222098633691136,12755,3842
765371061932261376,7763,2440
765395769549590528,20356,3096
765669560888528897,5696,1387
765719909049503744,7931,2441
766008592277377025,4098,564
766069199026450432,4705,993
766078092750233600,0,2936
766313316352462849,7424,2137
766423258543644672,6606,1800
766693177336135680,4437,902
766714921925144576,2847,432
766793450729734144,5584,1545
766864461642756096,0,6420
767122157629476866,11115,3219
767191397493538821,13487,4330
767500508068192258,8203,2650
767754930266464257,17595,6118
767884188863397888,5241,1602
768193404517830656,11995,4017
768473857036525572,14938,3892
768554158521745409,0,6614
768596291618299904,5530,1448
768609597686943744,4532,1367
768855141948723200,4608,1020
768909767477751808,0,3081
768970937022709760,15854,7431
769212283578875904,5919,1940
769335591808995329,0,8724
769695466921623552,7036,1894
769940425801170949,34596,10970
770069151037685760,8297,2608
770093767776997377,0,3461
770293558247038976,6844,1688
770414278348247044,6912,2343
770655142660169732,8045,1978
770743923962707968,0,51692
770772759874076672,5699,1596
770787852854652928,5443,1388
771014301343748096,6954,1752
771102124360998913,6827,1628
771136648247640064,10114,3308
771171053431250945,0,8581
771380798096281600,11614,5811
771500966810099713,9077,2964
771770456517009408,13213,3861
771908950375665664,7222,2140
772102971039580160,4403,1050
772114945936949249,2977,537
772117678702071809,4118,832
772152991789019136,4140,1279
772193107915964416,6594,1575
772581559778025472,7119,1939
772615324260794368,0,3842
772826264096874500,8769,2638
772877495989305348,9449,4429
773191612633579521,10987,4668
773247561583001600,10300,3639
773308824254029826,25546,8518
773336787167145985,0,5811
773547596996571136,24282,7027
773670353721753600,5874,1472
773704687002451968,7239,1851
773922284943896577,7033,1963
773985732834758656,11801,4418
774314403806253056,23938,6370
774639387460112384,7412,1980
774757898236878852,9380,2002
775085132600442880,17111,5397
775350846108426240,11189,4466
775364825476165632,8207,3408
775729183532220416,14226,5231
775733305207554048,15262,4559
775842724423557120,12899,3056
775898661951791106,0,17366
776088319444877312,2018,175
776113305656188928,12950,4971
776201521193218049,10569,2867
776218204058357768,32999,18198
776249906839351296,0,10488
776477788987613185,9785,3201
776813020089548800,5380,1381
776819012571455488,0,15621
777189768882946048,15751,4932
777621514455814149,9648,2843
777641927919427584,0,4871
777684233540206592,12385,3351
777885040357281792,7001,1863
777953400541634568,0,4017
778027034220126208,7233,1850
778039087836069888,9340,3010
778286810187399168,11446,3773
778383385161035776,6455,1257
778396591732486144,0,13974
778408200802557953,15011,4952
778624900596654080,5128,1149
778650543019483137,6376,1702
778748913645780993,7616,1529
778764940568104960,947,419
778774459159379968,0,11376
778990705243029504,22109,8314
779056095788752897,16334,5150
779123168116150273,13041,4159
779124354206535695,0,21017
779377524342161408,9729,3550
779834332596887552,21021,8080
780074436359819264,13564,5712
780092040432480260,0,2621
780192070812196864,9614,2546
780459368902959104,5823,1209
780476555013349377,0,135
780496263422808064,0,4266
780543529827336192,6965,1989
780601303617732608,13361,3782
780800785462489090,6080,1476
780858289093574656,7942,2280
780931614150983680,23911,8405
781163403222056960,10781,3108
781251288990355457,9332,2404
781308096455073793,7881,2915
781524693396357120,22921,6318
781655249211752448,4413,1283
781661882474196992,11516,3091
781955203444699136,12250,3848
782021823840026624,0,7144
782305867769217024,18422,6362
782598640137187329,8610,2154
782722598790725632,19065,6150
782747134529531904,8235,1578
782969140009107456,26673,8396
783085703974514689,8998,2523
783334639985389568,32316,13392
783347506784731136,0,6434
783391753726550016,18688,6329
783466772167098368,9377,2572
783695101801398276,11538,3677
783821107061198850,8130,2241
783839966405230592,33320,12429
784057939640352768,33117,12791
784183165795655680,22271,9242
784431430411685888,6274,1468
784517518371221505,9929,2912
784826020293709826,11203,3672
785170936622350336,13368,5561
785264754247995392,8039,1878
785515384317313025,6744,1453
785533386513321988,10080,2300
785639753186217984,8618,2531
785872687017132033,7395,2093
785927819176054784,12565,3593
786036967502913536,0,8080
786051337297522688,1594,176
786233965241827333,16985,5477
786286427768250368,8837,3286
786363235746385920,12062,4009
786595970293370880,10399,3542
786664955043049472,11830,2954
786709082849828864,20083,6959
786729988674449408,0,2775
786963064373534720,29404,9193
787111942498508800,0,7667
787322443945877504,8631,1998
787397959788929025,11991,3243
787717603741622272,11307,3191
787810552592695296,9617,3491
788039637453406209,6794,1513
788070120937619456,0,3902
788150585577050112,6808,1490
788178268662984705,8013,2447
788412144018661376,17285,6083
788552643979468800,0,8278
788765914992902144,30389,11843
788908386943430656,30309,14226
789137962068021249,10754,3197
789268448748703744,10096,2970
789280767834746880,0,5662
789314372632018944,9523,2632
789530877013393408,13027,3879
789599242079838210,7534,2232
789628658055020548,8351,2040
789903600034189313,11524,4782
789960241177853952,0,4779
789986466051088384,10268,2663
790227638568808452,0,4131
790277117346975746,13909,3686
790337589677002753,8667,2140
790581949425475584,22898,8207
790698755171364864,9078,2174
790723298204217344,0,2663
790946055508652032,18400,5407
790987426131050500,10974,2448
791026214425268224,0,4764
791312159183634433,9746,2923
791406955684368384,14545,4721
791672322847637504,13004,3600
791774931465953280,49843,25490
791780927877898241,0,4373
791784077045166082,0,11113
791821351946420224,0,24179
792050063153438720,7955,2058
792394556390137856,14972,4930
792773781206999040,8127,1931
792883833364439040,12524,4906
792913359805018113,15895,4638
793120401413079041,14052,4493
793135492858580992,7137,2854
793150605191548928,6826,1958
793165685325201412,10390,3192
793180763617361921,7661,2287
793195938047070209,16901,6438
793210959003287553,9899,3244
793226087023144960,10899,3286
793241302385262592,11667,3756
793256262322548741,22130,9556
793271401113350145,9582,2712
793286476301799424,27284,10550
793500921481273345,11832,2736
793601777308463104,8837,1879
793614319594401792,0,3600
793845145112371200,10201,2155
793962221541933056,18681,5615
794205286408003585,10197,3825
794332329137291264,10587,3042
794355576146903043,0,11843
794926597468000259,11390,2657
794983741416415232,0,3879
795076730285391872,17970,6210
795400264262053889,11188,3278
795464331001561088,55156,27332
796031486298386433,11948,4238
796080075804475393,9365,2651
796116448414461957,10056,2772
796125600683540480,5474,2051
796149749086875649,35850,16400
796177847564038144,0,16400
796387464403357696,12201,4770
796484825502875648,8400,2016
796563435802726400,0,8405
796759840936919040,13148,3515
796865951799083009,8483,2169
796904159865868288,0,10253
797165961484890113,255,32
797236660651966464,22120,7607
797545162159308800,16066,5563
797971864723324932,12890,3602
798209839306514432,11450,2921
798340744599797760,0,3861
798576900688019456,0,6775
798585098161549313,0,6545
798628517273620480,0,2247
798644042770751489,0,2121
798665375516884993,0,4456
798673117451325440,0,6399
798682547630837760,0,5438
798686750113755136,0,2663
798694562394996736,0,5730
798697898615730177,0,7489
798701998996647937,0,8970
798705661114773508,0,7599
798925684722855936,8206,1645
798933969379225600,14578,5137
799063482566066176,8960,2821
799297110730567681,10961,3183
799308762079035393,0,6370
799422933579902976,8881,2183
799757965289017345,9298,2471
799774291445383169,0,5397
800018252395122689,31452,15108
800141422401830912,16927,2938
800188575492947969,0,4517
800388270626521089,12332,3211
800443802682937345,0,4971
800459316964663297,10435,2452
800513324630806528,14538,3444
800751577355128832,11596,3176
800855607700029440,0,1863
800859414831898624,768,111
801115127852503040,8918,2390
801127390143516673,0,4559
801167903437357056,27130,6853
801285448605831168,6727,948
801538201127157760,9058,2354
801854953262350336,1941,270
801958328846974976,8525,1959
802185808107208704,0,310
802239329049477120,10018,2996
802265048156610565,6973,1551
802323869084381190,17951,6705
802572683846291456,9869,2880
802600418706604034,7885,1684
802624713319034886,0,3351
802952499103731712,9991,2300
803276597545603072,11091,2828
803321560782307329,0,6118
803380650405482500,8541,2136
803638050916102144,12141,4754
803692223237865472,0,8559
803773340896923648,11096,3166
804026241225523202,49307,18606
804413760345620481,0,3672
804475857670639616,6807,2316
804738756058218496,15177,4410
805207613751304193,8593,1934
805487436403003392,9688,2893
805520635690676224,6316,1890
805823200554876929,0,9242
805826884734976000,7268,2096
805932879469572096,9114,2175
805958939288408065,0,6150
806219024703037440,7083,1373
806242860592926720,0,13392
806542213899489280,11265,2724
806576416489959424,5323,2203
806620845233815552,0,6318
806629075125202948,83170,40169
807010152071229440,14384,4360
807059379405148160,0,8396
807106840509214720,124068,62072
807621403335917568,16084,4213
808001312164028416,13874,4032
808106460588765185,9610,2486
808134635716833280,0,6853
808344865868283904,46840,23729
808501579447930884,12456,2963
808733504066486276,8718,2472
808838249661788160,11142,3477
809084759137812480,14548,3999
809220051211603969,22014,6446
809448704142938112,7646,1674
809808892968534016,0,5615
809920764300447744,17081,4453
810254108431155201,16207,3839
810284430598270976,39201,13160
810657578271330305,12086,3020
810896069567610880,9992,2063
810984652412424192,5877,1631
811386762094317568,23055,7322
811627233043480576,14117,3591
811647686436880384,6141,852
811744202451197953,8329,1845
811985624773361665,8024,1625
812372279581671427,15092,4197
812466873996607488,8813,2195
812503143955202048,6713,1405
812709060537683968,7304,1644
812747805718642688,0,7958
812781120811126785,8335,2177
813051746834595840,23076,8373
813066809284972545,8774,2239
813081950185472002,10880,3170
813096984823349248,11583,4146
813112105746448384,11394,3169
813127251579564032,13109,3595
813130366689148928,4915,503
813142292504645637,9268,2684
813157409116065792,8518,2524
813172488309972993,10287,2199
813187593374461952,21863,5004
813202720496779264,10095,2062
813217897535406080,20577,8330
813800681631023104,9202,2023
813812741911748608,40002,16023
813910438903693312,10230,2157
813944609378369540,0,3686
814153002265309185,31671,9945
814530161257443328,9548,2121
814578408554463233,0,6652
814638523311648768,12407,3090
814986499976527872,8402,1485
815390420867969024,11362,4333
815639385530101762,9064,1884
815736392542261248,10830,2587
815745968457060357,0,4721
815966073409433600,24797,9741
815990720817401858,5491,1194
816014286006976512,0,6064
816062466425819140,0,1194
816091915477250048,9816,2460
816336735214911488,9477,2235
816450570814898180,33635,9236
816697700272001025,10804,2507
816816676327063552,10969,2324
816829038950027264,0,5407
817056546584727552,9426,1890
817120970343411712,13253,2974
817171292965273600,9591,2291
817181837579653120,0,9741
817415592588222464,6192,1108
817423860136083457,37782,17189
817502432452313088,0,3865
817536400337801217,12975,3456
817777686764523521,11782,3043
817827839487737858,57059,30898
817908911860748288,5306,899
818145370475810820,13538,2965
818259473185828864,12085,2589
818307523543449600,0,9236
818536468981415936,12013,2833
818588835076603904,0,7027
818614493328580609,10845,2943
818627210458333184,24348,8458
818646164899774465,0,23729
819004803107983360,94595,41676
819006400881917954,49476,21503
819015331746349057,0,21503
819015337530290176,0,41676
819227688460238848,25395,7629
819238181065359361,2519,456
819347104292290561,7935,1366
819588359383371776,10504,2245
819711362133872643,14758,3566
819924195358416896,14146,5537
819952236453363712,5859,1347
820013781606658049,0,1347
820078625395449857,21757,7160
820314633777061888,3674,643
820446719150292993,0,2938
820494788566847489,0,643
820690176645140481,13406,3673
820749716845686786,34641,11354
820837357901512704,0,7629
821044531881721856,13884,2603
821107785811234820,10535,2450
821149554670182400,9598,2290
821153421864615936,277,10
821407182352777218,12944,4982
821421320206483457,0,6362
821522889702862852,8779,2007
821765923262631936,9235,1881
821813639212650496,0,3782
821886076407029760,12456,2666
822163064745328640,0,5477
822244816520155136,38471,11252
822462944365645825,31444,16921
822489057087389700,19896,7291
822610361945911296,16160,3380
822647212903690241,0,7291
822859134160621569,14438,2590
822872901745569793,131507,47539
822975315408461824,18942,3909
823269594223824897,0,11252
823322678127919110,17250,4575
823333489516937216,770,30
823581115634085888,14246,3007
823699002998870016,13718,2738
823719002937630720,0,12791
823939628516474880,11634,3080
824025158776213504,5212,672
824297048279236611,16443,4404
824325613288833024,12861,11715
824663926340194305,10997,1970
824775126675836928,16345,4008
824796380199809024,0,6210
825026590719483904,6945,1463
825120256414846976,0,1463
825147591692263424,19999,5183
825535076884762624,55892,19423
825829644528148480,13893,2821
825876512159186944,11406,2122
826115272272650244,17126,3556
826204788643753985,5314,1065
826240494070030336,14478,2937
826476773533745153,20091,4768
826598365270007810,11005,2674
826598799820865537,5580,289
826615380357632002,0,4453
826848821049180160,39925,11696
826958653328592898,23537,5687
827199976799354881,11545,2543
827228250799742977,0,13339
827324948884643840,17326,3458
827600520311402496,8080,1069
827653905312006145,16822,3390
827933404142436356,21962,5915
828011680017821696,11295,2421
828046555563323392,12817,3224
828361771580813312,2388,193
828372645993398273,13628,3307
828376505180889089,8042,1202
828381636999917570,13738,2511
828408677031882754,8321,1456
828409743546925057,6842,1293
828650029636317184,10377,1523
828708714936930305,39863,12714
828770345708580865,27840,6664
828801551087042563,0,3839
829011960981237760,57679,18385
829141528400556032,26690,8401
829374341691346946,37706,10557
829449946868879360,11413,2303
829501995190984704,34541,12032
829861396166877184,13314,2217
829878982036299777,0,5687
830097400375152640,10692,3406
830173239259324417,0,6446
830583320585068544,72723,19042
830956169170665475,8648,1711
831262627380748289,12941,2323
831309418084069378,12703,2745
831315979191906304,7037,1255
831322785565769729,9958,1720
831552930092285952,9790,2601
831650051525054464,7807,2202
831670449226514432,11364,2038
831911600680497154,30051,7363
831926988323639298,368,38
831939777352105988,26074,6945
832032802820481025,13745,4685
832040443403784192,0,10970
832088576586297345,72,3
832215726631055365,0,10550
832215909146226688,0,6959
832273440279240704,12259,2636
832369877331693569,18613,3601
832397543355072512,12983,2507
832636094638288896,17212,3170
832645525019123713,3165,583
832682457690300417,12890,3322
832757312314028032,18252,4068
832769181346996225,0,44
832998151111966721,14410,2491
833124694597443584,21911,5449
833479644947025920,16089,2324
833722901757046785,22391,3605
833732339549220864,0,247
833826103416520705,16588,3862
833863086058651648,14515,2694
834086379323871233,14153,2486
834089966724603904,10879,2388
834167344700198914,17028,4076
834209720923721728,22341,5397
834458053273591808,10402,1879
834477809192075265,0,12032
834574053763584002,14851,2843
834786237630337024,22750,6095
834931633769889797,11715,1856
835152434251116546,24307,3404
835172783151792128,28258,6442
835246439529840640,2243,82
835264098648616962,8406,1913
835297930240217089,17705,3349
835309094223372289,0,23631
835536468978302976,0,1913
835574547218894849,19248,4071
835685285446955009,0,9193
836001077879255040,20692,4854
836260088725786625,22948,4795
836380477523124226,15892,3295
836397794269200385,0,30898
836648853927522308,0,618
836677758902222849,13635,2488
836753516572119041,20791,5163
836989968035819520,13747,2576
837012587749474308,0,85
837110210464448512,17306,2698
837366284874571778,22835,5923
837471256429613056,13835,2588
837482249356513284,4158,491
837820167694528512,36936,8805
838083903487373313,19003,3525
838085839343206401,149,0
838150277551247360,1809,361
838201503651401729,0,11354
838476387338051585,24408,5408
838561493054533637,11763,1487
838831947270979586,0,12429
838916489579200512,0,37
838921590096166913,12058,2325
838952994649550848,21140,4453
839239871831150596,29362,7324
839290600511926273,0,158
839549326359670784,29657,8687
839990271299457024,14479,2561
840268004936019968,20744,6402
840370681858686976,17730,5083
840632337062862849,9659,1947
840696689258311684,13243,1102
840698636975636481,196,3
840728873075638272,0,18044
840761248237133825,0,1947
841077006473256960,24668,5911
841314665196081154,17099,5243
841320156043304961,21212,6023
841439858740625411,13613,4102
841680585030541313,27559,8628
841833993020538882,0,17189
842115215311396866,15062,3347
842163532590374912,26326,6463
842535590457499648,19434,3890
842765311967449089,7242,1423
842846295480000512,16300,3963
843235543001513987,23085,6757
843604394117681152,18125,3037
843856843873095681,22953,5158
843981021012017153,16176,3235
844223788422217728,14609,2424
844580511645339650,17660,3485
844704788403113984,41569,11475
844973813909606400,16198,3564
844979544864018432,14595,2870
845098359547420673,0,8518
845306882940190720,24984,5964
845397057150107648,8167,2037
845459076796616705,0,14832
845677943972139009,26878,5288
845812042753855489,31371,9720
846042936437604353,17109,3181
846139713627017216,32916,10830
846153765933735936,34002,10055
846505985330044928,15143,3437
846514051647705089,47871,12878
846874817362120707,21460,4348
847116187444137987,22886,3540
847157206088847362,21354,6476
847251039262605312,21790,4736
847606175596138505,20011,3734
847617282490613760,7482,459
847842811428974592,5872,1487
847962785489326080,25042,5661
847971574464610304,0,473
847978865427394560,0,3601
848212111729840128,17431,3396
848213670039564288,8726,821
848324959059550208,26378,5072
848690551926992896,26827,4755
849051919805034497,32307,7286
849336543269576704,12137,2078
849412302885593088,16882,3439
849668094696017920,0,5449
849776966551130114,32387,8366
850019790995546112,21736,5382
850145622816686080,17350,4191
850333567704068097,3617,363
850380195714523136,13846,2869
850753642995093505,32997,10208
851224888060895234,21902,6262
851464819735769094,25701,7741
851591660324737024,17137,3780
851861385021730816,0,23
851953902622658560,0,10557
852189679701164033,12106,1725
852226086759018497,21145,7468
852311364735569921,34988,10807
852553447878664193,17311,3828
852672615818899456,15762,2345
852912242202992640,9533,2006
852936405516943360,0,2202
853299958564483072,16355,3880
853639147608842240,36785,11093
853760880890318849,30133,6295
854010172552949760,17004,3400
854120357044912130,33600,8177
854365224396361728,19840,5083
854482394044301312,30811,7479
854732716440526848,23963,6593
855138241867124737,0,50
855245323840757760,0,6463
855459453768019968,31361,8873
855818117272018944,27803,5857
855851453814013952,47398,18970
855857698524602368,12375,2279
855860136149123072,4930,1103
855862651834028034,361,28
856282028240666624,28835,6759
856288084350160898,537,17
856330835276025856,0,722
856526610513747968,12348,2031
856543823941562368,16990,3092
856602993587888130,0,11475
857029823797047296,19720,4300
857062103051644929,0,182
857214891891077121,240,20
857263160327368704,20824,4857
857393404942143489,6167,1751
857746408056729600,35673,11346
857989990357356544,16781,2767
858107933456039936,16368,3110
858471635011153920,22390,5188
858843525470990336,16146,3709
858860390427611136,0,8687
859074603037188101,35224,14543
859196978902773760,93663,32297
859607811541651456,19305,1681
859851578198683649,15962,3731
859924526012018688,19835,4289
860177593139703809,0,32917
860184849394610176,17306,6225
860276583193509888,18971,3693
860524505164394496,24456,5606
860563773140209665,7789,2294
860924035999428608,0,873
860981674716409858,0,2294
861005113778896900,17327,4051
861288531465048066,17809,4429
861383897657036800,37385,11361
862096992088072192,77298,24764
862457590147678208,21267,5288
862722525377298433,17626,3745
862831371563274240,19836,5376
863062471531167744,8854,2628
863079547188785154,9035,1180
863427515083354112,2336,105
863432100342583297,24588,5581
863471782782697472,0,2628
863553081350529029,15789,4421
863907417377173506,21267,4378
864197398364647424,31143,9454
864279568663928832,15048,3226
864873206498414592,33322,9234
865006731092295680,28808,8089
865359393868664832,27261,5275
865718153858494464,26367,5909
866094527597207552,0,8805
866334964761202691,54150,15283
866450705531457537,105908,32437
866686824827068416,19884,3670
866720684873056260,20673,5085
866816280283807744,0,32437
867051520902168576,33093,8298
867072653475098625,0,133
867421006826221569,16576,2647
867774946302451713,34848,7676
867900495410671616,24761,4375
868552278524837888,10440,2197
868622495443632128,28022,6187
868639477480148993,0,2197
868880397819494401,66947,15126
869227993411051520,20919,3962
869596645499047938,16319,3268
869702957897576449,28836,6603
869772420881756160,43294,10483
870063196459192321,37408,8693
870308999962521604,22245,4316
870374049280663552,84258,27276
870656317836468226,12702,2762
870726314365509632,120,3
870804317367881728,33506,6292
871032628920680449,23050,3946
871102520638267392,21283,5676
871166179821445120,0,5911
871515927908634625,20556,3579
871762521631449091,20596,3610
871879754684805121,38725,11673
872122724285648897,34995,8401
872261713294495745,34769,6558
872486979161796608,41222,9279
872620804844003328,21109,3842
872668790621863937,0,31
872820683541237760,14924,3825
872967104147763200,27775,5593
873213775632977920,7387,1637
873337748698140672,0,1637
